  Index  name               key              s          l      floor.x     floor.y     floor.z     floor.theta floor.phi   floor.psi     spin.x          spin.y          spin.z
    133  QC1RPE621          Sad_Mult             0.620   0.000  7.1560E-12  1.3313E-12 -6.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0388990685    0.9988571507   -0.0277714778
    134  QC1RE625           Sad_Mult             0.630   0.010  7.1558E-12  1.3313E-12 -6.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0391073112    0.9989206562   -0.0250627398
    135  QC1RPE629          Sad_Mult             0.630   0.000  7.1558E-12  1.3313E-12 -6.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0391073252    0.9989206559   -0.0250627281
    136  ESRE630            Marker               0.630   0.000  7.1558E-12  1.3313E-12 -6.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0391073252    0.9989206559   -0.0250627281
    137  QC1RPE631          Sad_Mult             0.630   0.000  7.1558E-12  1.3313E-12 -6.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0391073396    0.9989206556   -0.0250627174
    138  QC1RE635           Sad_Mult             0.640   0.010  7.1555E-12  1.3313E-12 -6.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392448422    0.9989956616   -0.0216219915
    139  QC1RPE639          Sad_Mult             0.640   0.000  7.1555E-12  1.3313E-12 -6.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392448549    0.9989956613   -0.0216219805
    140  ESRE640            Marker               0.640   0.000  7.1555E-12  1.3313E-12 -6.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392448549    0.9989956613   -0.0216219805
    141  QC1RPE641          Sad_Mult             0.640   0.000  7.1555E-12  1.3313E-12 -6.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392448653    0.9989956610   -0.0216219766
    142  QC1RE645           Sad_Mult             0.650   0.010  7.1552E-12  1.3313E-12 -6.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392976792    0.9990771151   -0.0173381212
    143  QC1RPE649          Sad_Mult             0.650   0.000  7.1552E-12  1.3313E-12 -6.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392976876    0.9990771149   -0.0173381171
    144  ESRE650            Marker               0.650   0.000  7.1552E-12  1.3313E-12 -6.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392976876    0.9990771149   -0.0173381171
    145  QC1RPE651          Sad_Mult             0.650   0.000  7.1552E-12  1.3313E-12 -6.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392976908    0.9990771145   -0.0173381305
    146  QC1RE655           Sad_Mult             0.660   0.010  7.1550E-12  1.3312E-12 -6.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392498439    0.9991557713   -0.0121323722
    147  QC1RPE659          Sad_Mult             0.660   0.000  7.1550E-12  1.3312E-12 -6.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392498462    0.9991557710   -0.0121323858
    148  ESRE660            Marker               0.660   0.000  7.1550E-12  1.3312E-12 -6.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392498462    0.9991557710   -0.0121323858
    149  QC1RPE661          Sad_Mult             0.660   0.000  7.1550E-12  1.3312E-12 -6.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0392498414    0.9991557707   -0.0121324306
    150  QC1RE665           Sad_Mult             0.670   0.010  7.1547E-12  1.3312E-12 -6.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0390842305    0.9992178684   -0.0060061951
    151  QC1RPE669          Sad_Mult             0.670   0.000  7.1547E-12  1.3312E-12 -6.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0390842282    0.9992178682   -0.0060062403
    152  ESRE670            Marker               0.670   0.000  7.1547E-12  1.3312E-12 -6.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0390842282    0.9992178682   -0.0060062403
    153  QC1RPE671          Sad_Mult             0.670   0.000  7.1547E-12  1.3312E-12 -6.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0390842212    0.9992178680   -0.0060063254
    154  QC1RE675           Sad_Mult             0.680   0.010  7.1544E-12  1.3312E-12 -6.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0387849109    0.9992471820    0.0008944017
    155  QC1RPE679          Sad_Mult             0.680   0.000  7.1544E-12  1.3312E-12 -6.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0387849123    0.9992471820    0.0008943163
    156  ESRE680            Marker               0.680   0.000  7.1544E-12  1.3312E-12 -6.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0387849123    0.9992471820    0.0008943163
    157  QC1RPE681          Sad_Mult             0.680   0.000  7.1544E-12  1.3312E-12 -6.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0387849144    0.9992471820    0.0008942032
    158  QC1RE685           Sad_Mult             0.690   0.010  7.1542E-12  1.3312E-12 -6.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0383414089    0.9992308189    0.0082284263
    159  QC1RPE689          Sad_Mult             0.690   0.000  7.1542E-12  1.3312E-12 -6.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0383414252    0.9992308192    0.0082283136
    160  ESRE690            Marker               0.690   0.000  7.1542E-12  1.3312E-12 -6.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0383414252    0.9992308192    0.0082283136
    161  QC1RPE691          Sad_Mult             0.690   0.000  7.1542E-12  1.3312E-12 -6.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0383414430    0.9992308192    0.0082282212
    162  QC1RE695           Sad_Mult             0.700   0.010  7.1539E-12  1.3312E-12 -7.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0377540892    0.9991670260    0.0154881559
    163  QC1RPE699          Sad_Mult             0.700   0.000  7.1539E-12  1.3312E-12 -7.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0377541222    0.9991670261    0.0154880647
    164  ESRE700            Marker               0.700   0.000  7.1539E-12  1.3312E-12 -7.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0377541222    0.9991670261    0.0154880647
    165  QC1RPE701          Sad_Mult             0.700   0.000  7.1539E-12  1.3312E-12 -7.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0377541464    0.9991670252    0.0154880687
    166  QC1RE705           Sad_Mult             0.710   0.010  7.1536E-12  1.3312E-12 -7.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0370372009    0.9990683868    0.0221495868
    167  QC1RPE709          Sad_Mult             0.710   0.000  7.1536E-12  1.3312E-12 -7.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0370372352    0.9990683854    0.0221495917
    168  ESRE710            Marker               0.710   0.000  7.1536E-12  1.3312E-12 -7.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0370372352    0.9990683854    0.0221495917
    169  QC1RPE711          Sad_Mult             0.710   0.000  7.1536E-12  1.3312E-12 -7.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0370372502    0.9990683808    0.0221497752
    170  QC1RE715           Sad_Mult             0.720   0.010  7.1534E-12  1.3312E-12 -7.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0362159287    0.9989555297    0.0278613761
    171  QC1RPE719          Sad_Mult             0.720   0.000  7.1534E-12  1.3312E-12 -7.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0362159473    0.9989555239    0.0278615582
    172  ESRE720            Marker               0.720   0.000  7.1534E-12  1.3312E-12 -7.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0362159473    0.9989555239    0.0278615582
    173  QC1RPE721          Sad_Mult             0.720   0.000  7.1534E-12  1.3312E-12 -7.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0362159469    0.9989555105    0.0278620380
    174  QC1RE725           Sad_Mult             0.730   0.010  7.1531E-12  1.3312E-12 -7.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0353192406    0.9988471465    0.0325104481
    175  QC1RPE729          Sad_Mult             0.730   0.000  7.1531E-12  1.3312E-12 -7.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0353192401    0.9988471311    0.0325109214
    176  ESRE730            Marker               0.730   0.000  7.1531E-12  1.3312E-12 -7.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0353192401    0.9988471311    0.0325109214
    177  QC1RPE731          Sad_Mult             0.730   0.000  7.1531E-12  1.3312E-12 -7.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0353192254    0.9988470986    0.0325119367
    178  QC1RE735           Sad_Mult             0.740   0.010  7.1528E-12  1.3312E-12 -7.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0343745056    0.9987549876    0.0361506319
    179  QC1RPE739          Sad_Mult             0.740   0.000  7.1528E-12  1.3312E-12 -7.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0343744896    0.9987549520    0.0361516306
    180  ESRE740            Marker               0.740   0.000  7.1528E-12  1.3312E-12 -7.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0343744896    0.9987549520    0.0361516306
    181  QC1RPE741          Sad_Mult             0.740   0.000  7.1528E-12  1.3312E-12 -7.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0343744615    0.9987548802    0.0361536385
    182  QC1RE745           Sad_Mult             0.750   0.010  7.1526E-12  1.3312E-12 -7.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0334057462    0.9986834849    0.0389275366
    183  QC1RPE749          Sad_Mult             0.750   0.000  7.1526E-12  1.3312E-12 -7.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0334057166    0.9986834091    0.0389295076
    184  ESRE750            Marker               0.750   0.000  7.1526E-12  1.3312E-12 -7.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0334057166    0.9986834091    0.0389295076
    185  QC1RPE751          Sad_Mult             0.750   0.000  7.1526E-12  1.3312E-12 -7.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0334056786    0.9986832694    0.0389331220
    186  QC1RE755           Sad_Mult             0.760   0.010  7.1523E-12  1.3312E-12 -7.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0324324516    0.9986305431    0.0410508770
    187  QC1RPE759          Sad_Mult             0.760   0.000  7.1523E-12  1.3312E-12 -7.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0324324126    0.9986303988    0.0410544185
    188  ESRE760            Marker               0.760   0.000  7.1523E-12  1.3312E-12 -7.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0324324126    0.9986303988    0.0410544185
    189  QC1RPE761          Sad_Mult             0.760   0.000  7.1523E-12  1.3312E-12 -7.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0324323739    0.9986301695    0.0410600257
    190  QC1RE765           Sad_Mult             0.770   0.010  7.1520E-12  1.3312E-12 -7.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0314674035    0.9985897320    0.0427592066
    191  QC1RPE769          Sad_Mult             0.770   0.000  7.1520E-12  1.3312E-12 -7.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0314673647    0.9985894983    0.0427646919
    192  ESRE770            Marker               0.770   0.000  7.1520E-12  1.3312E-12 -7.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0314673647    0.9985894983    0.0427646919
    193  QC1RPE771          Sad_Mult             0.770   0.000  7.1520E-12  1.3312E-12 -7.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0314673348    0.9985891833    0.0427720693
    194  QC1RE775           Sad_Mult             0.780   0.010  7.1518E-12  1.3312E-12 -7.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0305156404    0.9985539844    0.0442576098
    195  QC1RPE779          Sad_Mult             0.780   0.000  7.1518E-12  1.3312E-12 -7.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0305156113    0.9985536659    0.0442648154
    196  ESRE780            Marker               0.780   0.000  7.1518E-12  1.3312E-12 -7.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0305156113    0.9985536659    0.0442648154
    197  QC1RPE781          Sad_Mult             0.780   0.000  7.1518E-12  1.3312E-12 -7.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0305155943    0.9985532918    0.0442732637
    198  QC1RE785           Sad_Mult             0.790   0.010  7.1515E-12  1.3312E-12 -7.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0295763774    0.9985185777    0.0456715211
    199  QC1RPE789          Sad_Mult             0.790   0.000  7.1515E-12  1.3312E-12 -7.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0295763622    0.9985182013    0.0456797589
    200  ESRE790            Marker               0.790   0.000  7.1515E-12  1.3312E-12 -7.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0295763622    0.9985182013    0.0456797589
    201  QC1RPE791          Sad_Mult             0.790   0.000  7.1515E-12  1.3312E-12 -7.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0295763570    0.9985177991    0.0456885547
    202  QC1RE795           Sad_Mult             0.800   0.010  7.1512E-12  1.3311E-12 -8.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0286464968    0.9984819221    0.0470449724
    203  QC1RPE799          Sad_Mult             0.800   0.000  7.1512E-12  1.3311E-12 -8.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0286464941    0.9984815188    0.0470535342
    204  ESRE800            Marker               0.800   0.000  7.1512E-12  1.3311E-12 -8.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0286464941    0.9984815188    0.0470535342
    205  QC1RPE801          Sad_Mult             0.800   0.000  7.1512E-12  1.3311E-12 -8.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0286464976    0.9984811107    0.0470621903
    206  QC1RE805           Sad_Mult             0.810   0.010  7.1510E-12  1.3311E-12 -8.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0277232060    0.9984448149    0.0483670902
    207  QC1RPE809          Sad_Mult             0.810   0.000  7.1510E-12  1.3311E-12 -8.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0277232126    0.9984444073    0.0483755007
    208  ESRE810            Marker               0.810   0.000  7.1510E-12  1.3311E-12 -8.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0277232126    0.9984444073    0.0483755007
    209  QC1RPE811          Sad_Mult             0.810   0.000  7.1510E-12  1.3311E-12 -8.1000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0277232217    0.9984440067    0.0483837632
    210  QC1RE815           Sad_Mult             0.820   0.010  7.1507E-12  1.3311E-12 -8.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0268051290    0.9984093524    0.0496009082
    211  QC1RPE819          Sad_Mult             0.820   0.000  7.1507E-12  1.3311E-12 -8.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0268051418    0.9984089539    0.0496089211
    212  ESRE820            Marker               0.820   0.000  7.1507E-12  1.3311E-12 -8.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0268051418    0.9984089539    0.0496089211
    213  QC1RPE821          Sad_Mult             0.820   0.000  7.1507E-12  1.3311E-12 -8.2000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0268051542    0.9984085680    0.0496166814
    214  QC1RE825           Sad_Mult             0.830   0.010  7.1504E-12  1.3311E-12 -8.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0258923990    0.9983780590    0.0507034017
    215  QC1RPE829          Sad_Mult             0.830   0.000  7.1504E-12  1.3311E-12 -8.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0258924157    0.9983776771    0.0507109133
    216  ESRE830            Marker               0.830   0.000  7.1504E-12  1.3311E-12 -8.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0258924157    0.9983776771    0.0507109133
    217  QC1RPE831          Sad_Mult             0.830   0.000  7.1504E-12  1.3311E-12 -8.3000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0258924298    0.9983773097    0.0507181389
    218  QC1RE835           Sad_Mult             0.840   0.010  7.1502E-12  1.3311E-12 -8.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0249863840    0.9983532592    0.0516376849
    219  QC1RPE839          Sad_Mult             0.840   0.000  7.1502E-12  1.3311E-12 -8.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0249864027    0.9983528976    0.0516446659
    220  ESRE840            Marker               0.840   0.000  7.1502E-12  1.3311E-12 -8.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0249864027    0.9983528976    0.0516446659
    221  QC1RPE841          Sad_Mult             0.840   0.000  7.1502E-12  1.3311E-12 -8.4000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0249864170    0.9983525509    0.0516513618
    222  QC1RE845           Sad_Mult             0.850   0.010  7.1499E-12  1.3311E-12 -8.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0240893218    0.9983365504    0.0523816452
    223  QC1RPE849          Sad_Mult             0.850   0.000  7.1499E-12  1.3311E-12 -8.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0240893411    0.9983362111    0.0523881030
    224  ESRE850            Marker               0.850   0.000  7.1499E-12  1.3311E-12 -8.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0240893411    0.9983362111    0.0523881030
    225  QC1RPE851          Sad_Mult             0.850   0.000  7.1499E-12  1.3311E-12 -8.5000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0240893546    0.9983358860    0.0523942914
    226  QC1RE855           Sad_Mult             0.860   0.010  7.1496E-12  1.3311E-12 -8.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0232038927    0.9983283004    0.0529356585
    227  QC1RPE859          Sad_Mult             0.860   0.000  7.1496E-12  1.3311E-12 -8.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0232039116    0.9983279840    0.0529416171
    228  ESRE860            Marker               0.860   0.000  7.1496E-12  1.3311E-12 -8.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0232039116    0.9983279840    0.0529416171
    229  QC1RPE861          Sad_Mult             0.860   0.000  7.1496E-12  1.3311E-12 -8.6000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0232039249    0.9983276809    0.0529473259
    230  QC1RE865           Sad_Mult             0.870   0.010  7.1494E-12  1.3311E-12 -8.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0223326683    0.9983272698    0.0533283622
    231  QC1RPE869          Sad_Mult             0.870   0.000  7.1494E-12  1.3311E-12 -8.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0223326873    0.9983269762    0.0533338506
    232  ESRE870            Marker               0.870   0.000  7.1494E-12  1.3311E-12 -8.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0223326873    0.9983269762    0.0533338506
    233  QC1RPE871          Sad_Mult             0.870   0.000  7.1494E-12  1.3311E-12 -8.7000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0223327030    0.9983266952    0.0533391041
    234  QC1RE875           Sad_Mult             0.880   0.010  7.1491E-12  1.3311E-12 -8.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0214774405    0.9983306641    0.0536153395
    235  QC1RPE879          Sad_Mult             0.880   0.000  7.1491E-12  1.3311E-12 -8.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0214774622    0.9983303928    0.0536203820
    236  ESRE880            Marker               0.880   0.000  7.1491E-12  1.3311E-12 -8.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0214774622    0.9983303928    0.0536203820
    237  QC1RPE881          Sad_Mult             0.880   0.000  7.1491E-12  1.3311E-12 -8.8000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0214774847    0.9983301337    0.0536251973
    238  QC1RE885           Sad_Mult             0.890   0.010  7.1489E-12  1.3311E-12 -8.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0206386357    0.9983349411    0.0538645719
    239  QC1RPE889          Sad_Mult             0.890   0.000  7.1489E-12  1.3311E-12 -8.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0206386642    0.9983346917    0.0538691840
    240  ESRE890            Marker               0.890   0.000  7.1489E-12  1.3311E-12 -8.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0206386642    0.9983346917    0.0538691840
    241  QC1RPE891          Sad_Mult             0.890   0.000  7.1489E-12  1.3311E-12 -8.9000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0206386971    0.9983344541    0.0538735733
    242  QC1RE895           Sad_Mult             0.900   0.010  7.1486E-12  1.3311E-12 -9.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0198152053    0.9983372692    0.0541299783
    243  QC1RPE899          Sad_Mult             0.900   0.000  7.1486E-12  1.3311E-12 -9.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0198152441    0.9983370411    0.0541341703
    244  ESRE900            Marker               0.900   0.000  7.1486E-12  1.3311E-12 -9.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0198152441    0.9983370411    0.0541341703
    245  QC1RPE901          Sad_Mult             0.900   0.000  7.1486E-12  1.3311E-12 -9.0000E-01 -6.2832E+00  8.7701E-16  3.0552E-15    0.0198152884    0.9983368245    0.0541381495
